Cm249,Cm249
E_eV,Sig_b
1e-05,620.49266
1.03125e-05,611.05385
1.0625e-05,602.0351
1.09375e-05,593.40614
1.125e-05,585.13975
1.15625e-05,577.21121
1.1875e-05,569.59825
1.21875e-05,562.28031
1.25e-05,555.23893
1.28125e-05,548.45713
1.3125e-05,541.91939
1.34375e-05,535.61135
1.375e-05,529.52003
1.4375e-05,517.93957
1.5e-05,507.09186
1.5625e-05,496.90272
1.625e-05,487.30827
1.6875e-05,478.25288
1.75e-05,469.68797
1.8125e-05,461.57093
1.875e-05,453.86394
1.9375e-05,446.53371
2e-05,439.5505
2.09375e-05,429.66933
2.1875e-05,420.43182
2.28125e-05,411.77115
2.375e-05,403.62967
2.46875e-05,395.95765
2.5625e-05,388.71179
2.65625e-05,381.85397
2.75e-05,375.35087
2.84375e-05,369.17306
2.9375e-05,363.29424
3.03125e-05,357.69116
3.125e-05,352.34293
3.21875e-05,347.23085
3.3125e-05,342.33807
3.40625e-05,337.64944
3.5e-05,333.15111
3.59375e-05,328.83052
3.6875e-05,324.67647
3.78125e-05,320.6784
3.875e-05,316.82684
3.96875e-05,313.11319
4.0625e-05,309.52921
4.25e-05,302.72195
4.4375e-05,296.3526
4.625e-05,290.37619
4.8125e-05,284.75411
5e-05,279.45278
5.15625e-05,275.25869
5.3125e-05,271.25194
5.46875e-05,267.41902
5.625e-05,263.74774
5.78125e-05,260.22707
5.9375e-05,256.84696
6.09375e-05,253.5985
6.25e-05,250.47316
6.40625e-05,247.46355
6.5625e-05,244.56274
6.71875e-05,241.76419
6.875e-05,239.06218
7.1875e-05,233.92651
7.5e-05,229.11717
7.8125e-05,224.60116
8.125e-05,220.34987
8.4375e-05,216.33851
8.75e-05,212.5454
9.0625e-05,208.95159
9.375e-05,205.54018
9.6875e-05,202.29633
0.0001,199.20691
0.000103125,196.25992
0.00010625,193.44491
0.000109375,190.75234
0.0001125,188.17362
0.000115625,185.70091
0.00011875,183.32724
0.000121875,181.04611
0.000125,178.85186
0.000128125,176.739
0.00013125,174.70264
0.000134375,172.73826
0.0001375,170.84179
0.00014375,167.23778
0.00015,163.86325
0.00015625,160.69494
0.0001625,157.7128
0.00016875,154.89933
0.000175,152.23927
0.00018125,149.71929
0.0001875,147.32743
0.00019375,145.05331
0.0002,142.88762
0.000209375,139.82436
0.00021875,136.96191
0.000228125,134.2794
0.0002375,131.75881
0.000246875,129.38453
0.00025625,127.14285
0.000265625,125.02203
0.000275,123.01159
0.000284375,121.10231
0.00029375,119.28599
0.000303125,117.55536
0.0003125,115.90388
0.000321875,114.32575
0.00033125,112.81569
0.000340625,111.36896
0.00035,109.98125
0.000359375,108.64869
0.00036875,107.36771
0.000378125,106.13508
0.0003875,104.94784
0.000396875,103.80327
0.00040625,102.69888
0.000425,100.6017
0.00044375,98.63996
0.0004625,96.79971
0.00048125,95.06894
0.0005,93.43723
0.000515625,92.14654
0.00053125,90.91366
0.000546875,89.7344
0.0005625,88.605
0.000578125,87.52203
0.00059375,86.48239
0.000609375,85.48332
0.000625,84.5222
0.000640625,83.59671
0.00065625,82.704714
0.000671875,81.844218
0.0006875,81.013447
0.00071875,79.434446
0.00075,77.955847
0.00078125,76.567437
0.0008125,75.260438
0.00084375,74.02719
0.000875,72.861006
0.00090625,71.756043
0.0009375,70.707128
0.00096875,69.709677
0.001,68.759635
0.00103125,67.853342
0.0010625,66.987553
0.00109375,66.159364
0.001125,65.3661
0.00115625,64.605381
0.0011875,63.875066
0.00121875,63.173159
0.00125,62.49787
0.00128125,61.847587
0.0013125,61.220769
0.00134375,60.616059
0.001375,60.032177
0.0014375,58.922339
0.0015,57.882942
0.0015625,56.906823
0.001625,55.987821
0.0016875,55.120581
0.00175,54.300422
0.0018125,53.523239
0.001875,52.785391
0.0019375,52.083676
0.002,51.415257
0.00209375,50.469521
0.0021875,49.585481
0.00228125,48.756698
0.002375,47.977663
0.00246875,47.243609
0.0025625,46.550342
0.00265625,45.894228
0.00275,45.272094
0.00284375,44.681085
0.0029375,44.118701
0.00303125,43.582699
